Year,Tournament_link
1973,https://www.atptour.com/en/scores/archive/atlanta/412/1973/draw
1973,https://www.atptour.com/en/scores/archive/washington-wct/9211/1973/draw
1973,https://www.atptour.com/en/scores/archive/calabasas/656/1973/draw
1973,https://www.atptour.com/en/scores/archive/washington/2040/1973/draw
1973,https://www.atptour.com/en/scores/archive/vancouver/2048/1973/draw
1973,https://www.atptour.com/en/scores/archive/st-louis/652/1973/draw
1973,https://www.atptour.com/en/scores/archive/bukhara/659/1973/draw
1973,https://www.atptour.com/en/scores/archive/houston/405/1973/draw
1973,https://www.atptour.com/en/scores/archive/munich/804/1973/draw
1973,https://www.atptour.com/en/scores/archive/barcelona/278/1973/draw
1973,https://www.atptour.com/en/scores/archive/brussels/406/1973/draw
1973,https://www.atptour.com/en/scores/archive/tel-aviv/320/1973/draw
1973,https://www.atptour.com/en/scores/archive/nice/6120/1973/draw
1973,https://www.atptour.com/en/scores/archive/johannesburg-wct/9239/1973/draw
1973,https://www.atptour.com/en/scores/archive/monte-carlo/410/1973/draw
1973,https://www.atptour.com/en/scores/archive/bermuda/436/1973/draw
1973,https://www.atptour.com/en/scores/archive/denver/389/1973/draw
1973,https://www.atptour.com/en/scores/archive/nuembrecht/508/1973/draw
1973,https://www.atptour.com/en/scores/archive/madrid/2026/1973/draw
1973,https://www.atptour.com/en/scores/archive/oporto/310/1973/draw
1973,https://www.atptour.com/en/scores/archive/masters-doubles-wct/601/1973/draw
1973,https://www.atptour.com/en/scores/archive/kansas-city/9238/1973/draw
1973,https://www.atptour.com/en/scores/archive/dallas/610/1973/draw
1973,https://www.atptour.com/en/scores/archive/bournemouth/347/1973/draw
1973,https://www.atptour.com/en/scores/archive/las-vegas/413/1973/draw
1973,https://www.atptour.com/en/scores/archive/roland-garros/520/1973/draw
1973,https://www.atptour.com/en/scores/archive/rome/416/1973/draw
1973,https://www.atptour.com/en/scores/archive/berlin/9240/1973/draw
1973,https://www.atptour.com/en/scores/archive/manchester/583/1973/draw
1973,https://www.atptour.com/en/scores/archive/hamburg/414/1973/draw
1973,https://www.atptour.com/en/scores/archive/birmingham/350/1973/draw
1973,https://www.atptour.com/en/scores/archive/manchester/7310/1973/draw
1973,https://www.atptour.com/en/scores/archive/eastbourne/2049/1973/draw
1973,https://www.atptour.com/en/scores/archive/london/311/1973/draw
1973,https://www.atptour.com/en/scores/archive/wimbledon/540/1973/draw
1973,https://www.atptour.com/en/scores/archive/bastad/316/1973/draw
1973,https://www.atptour.com/en/scores/archive/gstaad/314/1973/draw
1973,https://www.atptour.com/en/scores/archive/newport/2050/1973/draw
1973,https://www.atptour.com/en/scores/archive/dublin/2029/1973/draw
1973,https://www.atptour.com/en/scores/archive/boston/417/1973/draw
1973,https://www.atptour.com/en/scores/archive/amersfoort/317/1973/draw
1973,https://www.atptour.com/en/scores/archive/kitzbuhel/319/1973/draw
1973,https://www.atptour.com/en/scores/archive/washington/418/1973/draw
1973,https://www.atptour.com/en/scores/archive/bretton-woods/706/1973/draw
1973,https://www.atptour.com/en/scores/archive/munich/308/1973/draw
1973,https://www.atptour.com/en/scores/archive/osaka/663/1973/draw
1973,https://www.atptour.com/en/scores/archive/columbus/343/1973/draw
1973,https://www.atptour.com/en/scores/archive/cincinnati/422/1973/draw
1973,https://www.atptour.com/en/scores/archive/tanglewood/2051/1973/draw
1973,https://www.atptour.com/en/scores/archive/houston/717/1973/draw
1973,https://www.atptour.com/en/scores/archive/merion/2030/1973/draw
1973,https://www.atptour.com/en/scores/archive/montreal/421/1973/draw
1973,https://www.atptour.com/en/scores/archive/south-orange/707/1973/draw
1973,https://www.atptour.com/en/scores/archive/us-open/560/1973/draw
1973,https://www.atptour.com/en/scores/archive/world-invitational-tennis-classic/9340/1973/draw
1973,https://www.atptour.com/en/scores/archive/aptos/2042/1973/draw
1973,https://www.atptour.com/en/scores/archive/seattle/1499/1973/draw
1973,https://www.atptour.com/en/scores/archive/los-angeles/423/1973/draw
1973,https://www.atptour.com/en/scores/archive/columbia/9214/1973/draw
1973,https://www.atptour.com/en/scores/archive/dallas/424/1973/draw
1973,https://www.atptour.com/en/scores/archive/chicago/411/1973/draw
1973,https://www.atptour.com/en/scores/archive/osaka/498/1973/draw
1973,https://www.atptour.com/en/scores/archive/fort-worth/653/1973/draw
1973,https://www.atptour.com/en/scores/archive/quebec/1498/1973/draw
1973,https://www.atptour.com/en/scores/archive/barcelona/425/1973/draw
1973,https://www.atptour.com/en/scores/archive/tokyo/329/1973/draw
1973,https://www.atptour.com/en/scores/archive/madrid/309/1973/draw
1973,https://www.atptour.com/en/scores/archive/manila/362/1973/draw
1973,https://www.atptour.com/en/scores/archive/new-delhi/2045/1973/draw
1973,https://www.atptour.com/en/scores/archive/tehran/2011/1973/draw
1973,https://www.atptour.com/en/scores/archive/prague/379/1973/draw
1973,https://www.atptour.com/en/scores/archive/paris/7302/1973/draw
1973,https://www.atptour.com/en/scores/archive/hong-kong/336/1973/draw
1973,https://www.atptour.com/en/scores/archive/jakarta/2046/1973/draw
1973,https://www.atptour.com/en/scores/archive/sydney/427/1973/draw
1973,https://www.atptour.com/en/scores/archive/stockholm/429/1973/draw
1973,https://www.atptour.com/en/scores/archive/london/2016/1973/draw
1973,https://www.atptour.com/en/scores/archive/christchurch/2032/1973/draw
1973,https://www.atptour.com/en/scores/archive/sao-paulo/426/1973/draw
1973,https://www.atptour.com/en/scores/archive/buenos-aires/303/1973/draw
1973,https://www.atptour.com/en/scores/archive/adelaide/7308/1973/draw
1973,https://www.atptour.com/en/scores/archive/nitto-atp-finals/605/1973/draw
1973,https://www.atptour.com/en/scores/archive/kingston/9204/1973/draw
1974,https://www.atptour.com/en/scores/archive/australian-open/580/1974/draw
1974,https://www.atptour.com/en/scores/archive/sydney/338/1974/draw
1974,https://www.atptour.com/en/scores/archive/auckland/301/1974/draw
1974,https://www.atptour.com/en/scores/archive/lakeway/6836/1974/draw
1974,https://www.atptour.com/en/scores/archive/roanoke/2022/1974/draw
1974,https://www.atptour.com/en/scores/archive/philadelphia/401/1974/draw
1974,https://www.atptour.com/en/scores/archive/omaha/2036/1974/draw
1974,https://www.atptour.com/en/scores/archive/richmond/802/1974/draw
1974,https://www.atptour.com/en/scores/archive/baltimore/816/1974/draw
1974,https://www.atptour.com/en/scores/archive/jerusalem/716/1974/draw
1974,https://www.atptour.com/en/scores/archive/st-petersburg/1603/1974/draw
1974,https://www.atptour.com/en/scores/archive/tulsa/660/1974/draw
1974,https://www.atptour.com/en/scores/archive/bologna/312/1974/draw
1974,https://www.atptour.com/en/scores/archive/toronto/302/1974/draw
